mode;euclidean_distance;routed_distance;weight;preceding_purpose;following_purpose
car;1538.4615384615383;2000.0;1533.164329426584;home;other
car;4076.9230769230767;5300.0;1533.164329426584;other;work
car;1538.4615384615383;2000.0;1533.164329426584;work;shop
car;1384.6153846153845;1800.0;1533.164329426584;shop;work
car;5384.615384615385;7000.0;1533.164329426584;work;other
car;1230.7692307692307;1600.0;1533.164329426584;other;home
car_passenger;1230.7692307692307;1600.0;2016.405635333982;home;leisure
car_passenger;1230.7692307692307;1600.0;2016.405635333982;leisure;home
car;14615.384615384615;19000.0;718.3966206402321;home;education
car;19923.076923076922;25900.0;718.3966206402321;education;home
car;38461.53846153846;50000.0;4839.165949906726;home;work
car;16000.0;20800.0;4839.165949906726;work;work
car;6384.615384615385;8300.0;4839.165949906726;work;work
car;16692.30769230769;21700.0;4839.165949906726;work;leisure
car;3846.153846153846;5000.0;4839.165949906726;leisure;work
car;4000.0;5200.0;4839.165949906726;work;work
car;27692.30769230769;36000.0;4839.165949906726;work;home
walk;307.6923076923077;400.0;2290.4764047613035;home;education
walk;307.6923076923077;400.0;2290.4764047613035;education;home
walk;307.6923076923077;400.0;2290.4764047613035;home;education
walk;307.6923076923077;400.0;2290.4764047613035;education;home
pt;12307.692307692307;16000.0;1460.1927892911;home;work
pt;5230.7692307692305;6800.0;1460.1927892911;work;other
pt;17076.923076923078;22200.0;1460.1927892911;other;home
car;3846.153846153846;5000.0;1572.6396764810565;home;other
car;3615.3846153846152;4700.0;1572.6396764810565;other;home
car;28461.53846153846;37000.0;1472.8467006493966;home;work
car;32461.53846153846;42200.0;1472.8467006493966;work;home
car_passenger;10538.461538461537;13700.0;6930.329156023134;home;leisure
car_passenger;2461.5384615384614;3200.0;6930.329156023134;leisure;leisure
car_passenger;3692.3076923076924;4800.0;6930.329156023134;leisure;home
car;41538.46153846154;54000.0;2104.715190036519;home;work
car;18615.384615384613;24200.0;2104.715190036519;work;home
car;4615.384615384615;6000.0;1044.7813572428468;home;work
car;6615.384615384615;8600.0;1044.7813572428468;work;home
car;6615.384615384615;8600.0;1044.7813572428468;home;work
car;26153.846153846152;34000.0;1044.7813572428468;work;leisure
walk;538.4615384615385;700.0;865.8880534314948;home;leisure
walk;384.6153846153846;500.0;865.8880534314948;leisure;home
pt;7153.846153846153;9300.0;2777.2754819841007;home;education
pt;7153.846153846153;9300.0;2777.2754819841007;education;home
