mode;euclidean_distance;routed_distance;weight;preceding_purpose;following_purpose
walk;615.3846153846154;800.0;435.7470398575154;home;shop
walk;615.3846153846154;800.0;435.7470398575154;shop;home
walk;1000.0;1300.0;2224.7881351698265;home;other
walk;1000.0;1300.0;2224.7881351698265;other;home
car_passenger;4230.7692307692305;5500.0;2907.7601458346717;home;work
walk;230.76923076923077;300.0;1681.0262192185712;work;shop
car_passenger;4230.7692307692305;5500.0;2907.7601458346717;shop;home
car;120000.0;156000.0;2210.9014456228488;home;leisure
pt;4384.615384615385;5700.0;2218.138835367677;home;shop
pt;4384.615384615385;5700.0;2218.138835367677;shop;home
walk;615.3846153846154;800.0;1621.8100994371293;home;shop
walk;615.3846153846154;800.0;1621.8100994371293;shop;home
pt;4923.076923076923;6400.0;854.3401084484706;home;leisure
pt;4923.076923076923;6400.0;854.3401084484706;leisure;home
pt;5000.0;6500.0;635.0533753582644;home;work
pt;5000.0;6500.0;635.0533753582644;work;home
car;7692.307692307692;10000.0;1915.5448384407857;home;other
car;6384.615384615385;8300.0;1915.5448384407857;other;home
pt;3538.4615384615386;4600.0;4176.479655339007;home;work
pt;3538.4615384615386;4600.0;4176.479655339007;work;home
bicycle;3538.4615384615386;4600.0;1644.1875198229336;home;work
bicycle;3538.4615384615386;4600.0;1644.1875198229336;work;home
bicycle;3538.4615384615386;4600.0;1644.1875198229336;home;work
bicycle;3538.4615384615386;4600.0;1644.1875198229336;work;home
pt;10230.76923076923;13300.0;443.0645990270913;home;work
pt;4461.538461538461;5800.0;443.0645990270913;work;home
car;1538.4615384615383;2000.0;1043.4621299296048;home;shop
car;3384.6153846153843;4400.0;1043.4621299296048;shop;home
car;4076.9230769230767;5300.0;1043.4621299296048;home;other
pt;4076.9230769230767;5300.0;820.6609294208846;other;home
car;19230.76923076923;25000.0;534.1403113844018;home;work
car;21538.46153846154;28000.0;534.1403113844018;work;home
walk;1230.7692307692307;1600.0;449.5603246885486;home;shop
walk;1230.7692307692307;1600.0;449.5603246885486;shop;home
walk;1230.7692307692307;1600.0;449.5603246885486;home;leisure
walk;1230.7692307692307;1600.0;449.5603246885486;leisure;home
pt;4538.461538461538;5900.0;431.88889412323766;home;work
walk;461.53846153846155;600.0;417.5322965868097;work;shop
pt;8461.538461538461;11000.0;431.88889412323766;shop;home
walk;230.76923076923077;300.0;635.0841296490262;home;shop
walk;230.76923076923077;300.0;635.0841296490262;shop;home
walk;1230.7692307692307;1600.0;635.0841296490262;home;other
walk;1230.7692307692307;1600.0;635.0841296490262;other;home
pt;2538.4615384615386;3300.0;1141.4556732258675;home;other
pt;3538.4615384615386;4600.0;1141.4556732258675;other;home
walk;230.76923076923077;300.0;1103.5120726166326;home;shop
walk;230.76923076923077;300.0;1103.5120726166326;shop;home
walk;384.6153846153846;500.0;690.0500417458408;home;shop
walk;384.6153846153846;500.0;690.0500417458408;shop;home
walk;384.6153846153846;500.0;690.0500417458408;home;other
walk;384.6153846153846;500.0;690.0500417458408;other;home
car;7692.307692307692;10000.0;1452.550222989914;home;leisure
car;6384.615384615385;8300.0;1452.550222989914;leisure;home
pt;3538.4615384615386;4600.0;455.31355408678877;home;education
pt;3538.4615384615386;4600.0;455.31355408678877;education;home
car;19230.76923076923;25000.0;1774.6318242620046;home;work
car;28846.153846153844;37500.0;1774.6318242620046;work;home
walk;153.84615384615384;200.0;375.94497055963086;home;other
walk;153.84615384615384;200.0;375.94497055963086;other;home
walk;384.6153846153846;500.0;375.94497055963086;home;shop
walk;384.6153846153846;500.0;375.94497055963086;shop;home
walk;692.3076923076923;900.0;1363.3339003621538;home;shop
walk;538.4615384615385;700.0;1363.3339003621538;shop;home
pt;3307.6923076923076;4300.0;1410.211318648762;home;other
pt;3153.846153846154;4100.0;1410.211318648762;other;home
walk;230.76923076923077;300.0;375.94497055963086;home;other
walk;230.76923076923077;300.0;375.94497055963086;other;home
walk;384.6153846153846;500.0;375.94497055963086;home;shop
walk;384.6153846153846;500.0;375.94497055963086;shop;home
walk;1923.076923076923;2500.0;375.94497055963086;home;leisure
walk;1769.2307692307693;2300.0;375.94497055963086;leisure;home
pt;6538.461538461538;8500.0;679.9522233166552;home;education
pt;6538.461538461538;8500.0;679.9522233166552;education;home
pt;3538.4615384615386;4600.0;689.1752763892817;home;education
pt;3538.4615384615386;4600.0;689.1752763892817;education;home
walk;230.76923076923077;300.0;419.95009266349433;home;shop
walk;230.76923076923077;300.0;419.95009266349433;shop;home
walk;230.76923076923077;300.0;419.95009266349433;home;other
walk;230.76923076923077;300.0;419.95009266349433;other;home
pt;4384.615384615385;5700.0;2968.153613364198;home;work
walk;1000.0;1300.0;2869.4879902532575;work;other
pt;4384.615384615385;5700.0;2968.153613364198;other;home
walk;538.4615384615385;700.0;2426.41976317711;home;other
walk;538.4615384615385;700.0;2426.41976317711;other;home
walk;230.76923076923077;300.0;2426.41976317711;home;leisure
bicycle;5384.615384615385;7000.0;5217.4432478994095;leisure;work
bicycle;3538.4615384615386;4600.0;5217.4432478994095;work;leisure
walk;230.76923076923077;300.0;2426.41976317711;leisure;home
walk;538.4615384615385;700.0;2426.41976317711;home;other
walk;230.76923076923077;300.0;2426.41976317711;other;home
car;769.2307692307692;1000.0;639.9165216355611;home;shop
car;1384.6153846153845;1800.0;639.9165216355611;shop;home
walk;384.6153846153846;500.0;1159.5765456446907;home;shop
walk;384.6153846153846;500.0;1159.5765456446907;shop;home
walk;461.53846153846155;600.0;1044.5932437562353;home;leisure
walk;615.3846153846154;800.0;1044.5932437562353;leisure;home
walk;307.6923076923077;400.0;1044.5932437562353;home;other
walk;307.6923076923077;400.0;1044.5932437562353;other;home
walk;230.76923076923077;300.0;332.16174226018654;home;leisure
walk;230.76923076923077;300.0;332.16174226018654;leisure;home
walk;846.1538461538461;1100.0;332.16174226018654;home;shop
walk;1230.7692307692307;1600.0;332.16174226018654;shop;home
walk;461.53846153846155;600.0;1313.0863995832183;home;shop
walk;461.53846153846155;600.0;1313.0863995832183;shop;home
walk;230.76923076923077;300.0;1313.0863995832183;home;shop
walk;461.53846153846155;600.0;1313.0863995832183;shop;home
walk;230.76923076923077;300.0;1313.0863995832183;home;shop
walk;230.76923076923077;300.0;1313.0863995832183;shop;home
walk;461.53846153846155;600.0;935.1971715633663;home;shop
walk;461.53846153846155;600.0;935.1971715633663;shop;home
pt;2538.4615384615386;3300.0;264.7835170454763;home;work
pt;5000.0;6500.0;264.7835170454763;work;home
walk;1153.8461538461538;1500.0;255.9817385320026;home;leisure
walk;1076.923076923077;1400.0;255.9817385320026;leisure;home
walk;307.6923076923077;400.0;255.9817385320026;home;shop
walk;307.6923076923077;400.0;255.9817385320026;shop;home
car;2307.6923076923076;3000.0;4049.901459290736;home;other
car;11230.76923076923;14600.0;4049.901459290736;other;other
car;9461.538461538461;12300.0;4049.901459290736;other;home
car;1384.6153846153845;1800.0;4049.901459290736;home;other
car;1384.6153846153845;1800.0;4049.901459290736;other;home
car;3384.6153846153843;4400.0;4049.901459290736;home;other
car;2307.6923076923076;3000.0;4049.901459290736;other;home
walk;230.76923076923077;300.0;570.273467278242;home;shop
walk;230.76923076923077;300.0;570.273467278242;shop;home
walk;384.6153846153846;500.0;570.273467278242;home;other
walk;384.6153846153846;500.0;570.273467278242;other;home
walk;230.76923076923077;300.0;1187.083007550624;home;shop
walk;230.76923076923077;300.0;1187.083007550624;shop;home
car;4615.384615384615;6000.0;1561.2627021891483;home;leisure
car;6384.615384615385;8300.0;1561.2627021891483;leisure;home
walk;461.53846153846155;600.0;937.7994279178033;home;work
walk;461.53846153846155;600.0;937.7994279178033;work;home
walk;461.53846153846155;600.0;937.7994279178033;home;shop
walk;461.53846153846155;600.0;937.7994279178033;shop;home
walk;1230.7692307692307;1600.0;1191.9450789579132;home;home
walk;1230.7692307692307;1600.0;1191.9450789579132;home;home
walk;461.53846153846155;600.0;1337.1934356468116;home;other
walk;461.53846153846155;600.0;1337.1934356468116;other;home
bicycle;5384.615384615385;7000.0;3813.8902125498835;home;work
bicycle;5384.615384615385;7000.0;3813.8902125498835;work;home
pt;4538.461538461538;5900.0;1514.7601707974877;home;education
pt;4538.461538461538;5900.0;1514.7601707974877;education;home
walk;230.76923076923077;300.0;8515.587873224948;home;education
walk;230.76923076923077;300.0;8515.587873224948;education;home
walk;461.53846153846155;600.0;251.03133110475883;home;leisure
walk;461.53846153846155;600.0;251.03133110475883;leisure;home
pt;3538.4615384615386;4600.0;1023.5715662506889;home;work
pt;3538.4615384615386;4600.0;1023.5715662506889;work;home
pt;3000.0;3900.0;385.34174065755946;home;work
pt;2538.4615384615386;3300.0;385.34174065755946;work;home
walk;461.53846153846155;600.0;372.532436320531;home;leisure
walk;461.53846153846155;600.0;372.532436320531;leisure;home
pt;3538.4615384615386;4600.0;839.6162973254686;home;work
pt;4000.0;5200.0;839.6162973254686;work;home
walk;1230.7692307692307;1600.0;705.5185177155747;home;leisure
walk;230.76923076923077;300.0;705.5185177155747;leisure;home
walk;846.1538461538461;1100.0;705.5185177155747;home;shop
walk;384.6153846153846;500.0;705.5185177155747;shop;home
walk;230.76923076923077;300.0;705.5185177155747;home;leisure
walk;230.76923076923077;300.0;705.5185177155747;leisure;home
walk;461.53846153846155;600.0;705.5185177155747;home;leisure
walk;461.53846153846155;600.0;705.5185177155747;leisure;home
walk;461.53846153846155;600.0;705.5185177155747;home;leisure
walk;230.76923076923077;300.0;705.5185177155747;leisure;home
walk;230.76923076923077;300.0;3379.368049888593;home;work
walk;230.76923076923077;300.0;3379.368049888593;work;home
walk;230.76923076923077;300.0;3379.368049888593;home;work
walk;230.76923076923077;300.0;3379.368049888593;work;home
pt;4000.0;5200.0;1457.6058293437038;home;work
pt;4538.461538461538;5900.0;1457.6058293437038;work;home
car;13076.923076923076;17000.0;1745.2779554430097;home;work
car;7384.615384615385;9600.0;1745.2779554430097;work;home
pt;3538.4615384615386;4600.0;1154.9875902574463;home;work
pt;5000.0;6500.0;1154.9875902574463;work;home
car;4615.384615384615;6000.0;1017.3111623183214;home;leisure
car;7923.076923076923;10300.0;1017.3111623183214;leisure;leisure
car;7923.076923076923;10300.0;1017.3111623183214;leisure;home
car;10769.23076923077;14000.0;1662.9203887180647;home;leisure
car;14384.615384615385;18700.0;1662.9203887180647;leisure;home
car;6538.461538461538;8500.0;1662.9203887180647;home;leisure
car;7307.692307692308;9500.0;1662.9203887180647;leisure;home
pt;5000.0;6500.0;950.9513234195774;home;leisure
pt;5000.0;6500.0;950.9513234195774;leisure;education
pt;5000.0;6500.0;950.9513234195774;education;home
pt;3307.6923076923076;4300.0;837.1092568181226;home;other
pt;3307.6923076923076;4300.0;837.1092568181226;other;home
walk;461.53846153846155;600.0;611.8813009356647;home;other
walk;2384.6153846153848;3100.0;611.8813009356647;other;home
pt;11230.76923076923;14600.0;632.9204723947591;home;leisure
walk;1923.076923076923;2500.0;428.15256126229457;home;leisure
walk;1769.2307692307693;2300.0;428.15256126229457;leisure;home
pt;6538.461538461538;8500.0;921.8200611222014;home;work
pt;6538.461538461538;8500.0;921.8200611222014;work;home
walk;769.2307692307692;1000.0;2358.5753607530596;home;other
walk;461.53846153846155;600.0;2358.5753607530596;other;home
walk;76.92307692307692;100.0;2358.5753607530596;home;other
walk;76.92307692307692;100.0;2358.5753607530596;other;home
walk;461.53846153846155;600.0;2358.5753607530596;home;shop
walk;461.53846153846155;600.0;2358.5753607530596;shop;home
walk;769.2307692307692;1000.0;2358.5753607530596;home;other
walk;461.53846153846155;600.0;2358.5753607530596;other;home
walk;76.92307692307692;100.0;2358.5753607530596;home;other
walk;76.92307692307692;100.0;2358.5753607530596;other;home
pt;3538.4615384615386;4600.0;908.5410450336736;home;shop
pt;3538.4615384615386;4600.0;908.5410450336736;shop;home
pt;2538.4615384615386;3300.0;261.6876822647855;home;other
pt;3538.4615384615386;4600.0;261.6876822647855;other;home
walk;461.53846153846155;600.0;252.9888136769673;home;other
walk;461.53846153846155;600.0;252.9888136769673;other;home
walk;615.3846153846154;800.0;252.9888136769673;home;leisure
walk;615.3846153846154;800.0;252.9888136769673;leisure;home
pt;6538.461538461538;8500.0;1437.0046940360883;home;work
pt;6538.461538461538;8500.0;1437.0046940360883;work;home
walk;846.1538461538461;1100.0;1389.23662606547;home;work
walk;846.1538461538461;1100.0;1389.23662606547;work;home
pt;3923.076923076923;5100.0;274.74229956179613;home;education
pt;5538.461538461538;7200.0;274.74229956179613;education;home
car;3076.9230769230767;4000.0;349.3320746788968;home;other
car;3923.076923076923;5100.0;349.3320746788968;other;home
bicycle;6153.846153846153;8000.0;4569.68121963645;home;work
bicycle;2846.153846153846;3700.0;4569.68121963645;work;home
walk;461.53846153846155;600.0;481.85587455419125;home;shop
walk;1153.8461538461538;1500.0;481.85587455419125;shop;home
pt;3538.4615384615386;4600.0;282.3273998622927;home;other
pt;3538.4615384615386;4600.0;282.3273998622927;other;shop
pt;3307.6923076923076;4300.0;282.3273998622927;shop;leisure
pt;3307.6923076923076;4300.0;282.3273998622927;leisure;leisure
pt;4923.076923076923;6400.0;282.3273998622927;leisure;home
car;3846.153846153846;5000.0;3809.6817383771822;home;work
car;3923.076923076923;5100.0;3809.6817383771822;work;home
walk;1538.4615384615383;2000.0;867.0499854958948;home;shop
walk;1538.4615384615383;2000.0;867.0499854958948;shop;home
walk;538.4615384615385;700.0;867.0499854958948;home;other
walk;769.2307692307692;1000.0;867.0499854958948;other;home
walk;384.6153846153846;500.0;477.2661726332694;home;shop
walk;384.6153846153846;500.0;477.2661726332694;shop;home
walk;538.4615384615385;700.0;477.2661726332694;home;other
walk;538.4615384615385;700.0;477.2661726332694;other;leisure
walk;692.3076923076923;900.0;477.2661726332694;leisure;home
car;5384.615384615385;7000.0;653.012672682824;home;education
car;3923.076923076923;5100.0;653.012672682824;education;home
walk;230.76923076923077;300.0;1653.231453533696;home;shop
walk;230.76923076923077;300.0;1653.231453533696;shop;home
walk;461.53846153846155;600.0;1653.231453533696;home;shop
walk;461.53846153846155;600.0;1653.231453533696;shop;home
walk;461.53846153846155;600.0;3683.4444598726486;home;shop
walk;461.53846153846155;600.0;3683.4444598726486;shop;home
bicycle;2846.153846153846;3700.0;7920.378294731298;home;education
bicycle;2846.153846153846;3700.0;7920.378294731298;education;home
bicycle;2230.7692307692305;2900.0;7920.378294731298;home;education
bicycle;2923.076923076923;3800.0;7920.378294731298;education;home
walk;538.4615384615385;700.0;5365.933180821065;home;education
walk;538.4615384615385;700.0;5365.933180821065;education;home
pt;3538.4615384615386;4600.0;1174.7098704910964;home;leisure
pt;3538.4615384615386;4600.0;1174.7098704910964;leisure;leisure
pt;5000.0;6500.0;1174.7098704910964;leisure;leisure
walk;769.2307692307692;1000.0;1135.6608533429549;leisure;home
car;79230.76923076923;103000.0;929.5303812326222;home;leisure
walk;538.4615384615385;700.0;709.2727608571879;home;education
walk;538.4615384615385;700.0;709.2727608571879;education;home
pt;5000.0;6500.0;391.5885970846938;home;work
pt;6538.461538461538;8500.0;391.5885970846938;work;home
pt;2538.4615384615386;3300.0;3087.0594146485964;home;shop
pt;2538.4615384615386;3300.0;3087.0594146485964;shop;home
bicycle;1538.4615384615383;2000.0;2020.8101625083161;home;work
bicycle;5076.923076923077;6600.0;2020.8101625083161;work;home
pt;6000.0;7800.0;4037.9636659865637;home;leisure
walk;1000.0;1300.0;3903.736044002965;leisure;leisure
walk;230.76923076923077;300.0;3903.736044002965;leisure;leisure
pt;6000.0;7800.0;4037.9636659865637;leisure;home
walk;230.76923076923077;300.0;839.4826949510658;home;leisure
walk;230.76923076923077;300.0;839.4826949510658;leisure;home
walk;4307.692307692308;5600.0;815.5887330403547;home;other
walk;3538.4615384615386;4600.0;815.5887330403547;other;other
walk;4384.615384615385;5700.0;815.5887330403547;other;home
pt;3538.4615384615386;4600.0;843.6322623462873;home;other
pt;3538.4615384615386;4600.0;843.6322623462873;other;home
walk;4307.692307692308;5600.0;815.5887330403547;home;other
walk;4307.692307692308;5600.0;815.5887330403547;other;home
pt;11769.23076923077;15300.0;1282.0807035990945;home;work
pt;11769.23076923077;15300.0;1282.0807035990945;work;home
car;15384.615384615385;20000.0;1334.5454088788279;home;leisure
car;15000.0;19500.0;1334.5454088788279;leisure;home
pt;12692.307692307691;16500.0;2115.063135151716;home;shop
pt;12692.307692307691;16500.0;2115.063135151716;shop;home
walk;538.4615384615385;700.0;2044.7554458161244;home;shop
walk;538.4615384615385;700.0;2044.7554458161244;shop;home
car;1538.4615384615383;2000.0;3219.8013554019494;home;work
car;1538.4615384615383;2000.0;3219.8013554019494;work;home
car;4384.615384615385;5700.0;3219.8013554019494;home;leisure
car;3846.153846153846;5000.0;3219.8013554019494;leisure;other
car;4384.615384615385;5700.0;3219.8013554019494;other;other
car;4384.615384615385;5700.0;3219.8013554019494;other;home
walk;846.1538461538461;1100.0;875.5101080435384;home;shop
walk;1000.0;1300.0;875.5101080435384;shop;home
walk;4384.615384615385;5700.0;1540.5977481835146;home;leisure
walk;4384.615384615385;5700.0;1540.5977481835146;leisure;home
walk;538.4615384615385;700.0;1600.586058863061;home;shop
walk;538.4615384615385;700.0;1600.586058863061;shop;home
walk;153.84615384615384;200.0;1600.586058863061;home;shop
walk;1538.4615384615383;2000.0;1600.586058863061;shop;other
walk;538.4615384615385;700.0;1600.586058863061;other;home
walk;6692.307692307692;8700.0;3564.9085558755473;home;leisure
pt;6692.307692307692;8700.0;3687.4857979458097;leisure;leisure
bicycle;1923.076923076923;2500.0;2123.236787102984;home;work
bicycle;1538.4615384615383;2000.0;2123.236787102984;work;home
walk;3000.0;3900.0;463.31860446246736;home;leisure
walk;3000.0;3900.0;463.31860446246736;leisure;home
walk;230.76923076923077;300.0;661.2986494066741;home;work
walk;76.92307692307692;100.0;661.2986494066741;work;work
walk;461.53846153846155;600.0;661.2986494066741;work;home
pt;2769.230769230769;3600.0;197.34390006722097;home;work
pt;2769.230769230769;3600.0;197.34390006722097;work;home
pt;0.0;0.0;3320.9060015375167;work;work
bicycle;4846.153846153846;6300.0;6903.453755977255;work;shop
bicycle;2000.0;2600.0;6903.453755977255;shop;home
bicycle;3846.153846153846;5000.0;3403.87392604966;home;work
bicycle;3846.153846153846;5000.0;3403.87392604966;work;home
pt;3384.6153846153843;4400.0;454.27054372209864;home;work
walk;3384.6153846153843;4400.0;439.1699485050993;work;home
car;11538.461538461537;15000.0;1304.412371739424;home;other
car;10076.923076923076;13100.0;1304.412371739424;other;other
walk;307.6923076923077;400.0;991.7906571133107;other;home
car;16230.76923076923;21100.0;1304.412371739424;home;other
car;2384.6153846153848;3100.0;1304.412371739424;other;leisure
car;2384.6153846153848;3100.0;1304.412371739424;leisure;other
car;11538.461538461537;15000.0;1304.412371739424;other;home
pt;4384.615384615385;5700.0;1025.8927838732338;home;leisure
pt;4384.615384615385;5700.0;1025.8927838732338;leisure;home
walk;2230.7692307692305;2900.0;3248.8966272793223;home;work
pt;2230.7692307692305;2900.0;3360.607988763451;work;home
walk;461.53846153846155;600.0;3830.810274841161;home;education
walk;461.53846153846155;600.0;3830.810274841161;education;leisure
walk;461.53846153846155;600.0;3830.810274841161;leisure;home
walk;615.3846153846154;800.0;3830.810274841161;home;leisure
walk;615.3846153846154;800.0;3830.810274841161;leisure;home
pt;8846.153846153846;11500.0;1552.4309531117085;home;education
pt;8846.153846153846;11500.0;1552.4309531117085;education;home
walk;1538.4615384615383;2000.0;1047.4364249929265;home;work
walk;1538.4615384615383;2000.0;1047.4364249929265;work;shop
walk;1538.4615384615383;2000.0;1047.4364249929265;shop;work
walk;1538.4615384615383;2000.0;1047.4364249929265;work;home
walk;1538.4615384615383;2000.0;1047.4364249929265;home;work
walk;1538.4615384615383;2000.0;1047.4364249929265;work;home
pt;2000.0;2600.0;1156.2972461823535;home;other
pt;10153.846153846154;13200.0;1156.2972461823535;other;leisure
pt;10153.846153846154;13200.0;1156.2972461823535;leisure;other
pt;2000.0;2600.0;1156.2972461823535;other;home
pt;3076.9230769230767;4000.0;648.9893781624871;home;leisure
pt;3076.9230769230767;4000.0;648.9893781624871;leisure;home
walk;4307.692307692308;5600.0;1045.1403160900825;home;education
walk;4307.692307692308;5600.0;1045.1403160900825;education;home
walk;538.4615384615385;700.0;370.57560593999045;home;shop
walk;538.4615384615385;700.0;370.57560593999045;shop;home
walk;461.53846153846155;600.0;2272.6871345678787;home;other
walk;230.76923076923077;300.0;2272.6871345678787;other;home
walk;461.53846153846155;600.0;2272.6871345678787;home;other
walk;461.53846153846155;600.0;2272.6871345678787;other;home
walk;461.53846153846155;600.0;2272.6871345678787;home;other
walk;230.76923076923077;300.0;2272.6871345678787;other;work
walk;230.76923076923077;300.0;2272.6871345678787;work;home
walk;230.76923076923077;300.0;2272.6871345678787;home;other
walk;692.3076923076923;900.0;2272.6871345678787;other;home
walk;461.53846153846155;600.0;484.82581516274627;home;work
walk;461.53846153846155;600.0;484.82581516274627;work;home
pt;8230.76923076923;10700.0;456.8966712198123;home;work
pt;8230.76923076923;10700.0;456.8966712198123;work;shop
walk;769.2307692307692;1000.0;441.70877981141507;shop;home
pt;1538.4615384615383;2000.0;853.0658045185813;home;work
pt;1538.4615384615383;2000.0;853.0658045185813;work;home
walk;230.76923076923077;300.0;2257.12874196959;home;other
walk;230.76923076923077;300.0;2257.12874196959;other;home
walk;153.84615384615384;200.0;2257.12874196959;home;shop
walk;153.84615384615384;200.0;2257.12874196959;shop;home
walk;230.76923076923077;300.0;2257.12874196959;home;other
walk;230.76923076923077;300.0;2257.12874196959;other;home
walk;461.53846153846155;600.0;3982.8244277425215;home;education
walk;230.76923076923077;300.0;3982.8244277425215;education;home
walk;769.2307692307692;1000.0;3060.411630573303;home;other
walk;769.2307692307692;1000.0;3060.411630573303;other;home
car_passenger;5538.461538461538;7200.0;6473.849954246614;home;education
car_passenger;5538.461538461538;7200.0;6473.849954246614;education;home
pt;6000.0;7800.0;3017.6032190859373;home;other
walk;2000.0;2600.0;2917.2938211585056;other;shop
pt;4615.384615384615;6000.0;3017.6032190859373;shop;home
walk;230.76923076923077;300.0;2917.2938211585056;home;other
walk;230.76923076923077;300.0;2917.2938211585056;other;home
pt;5153.846153846153;6700.0;4593.919504698825;home;work
pt;3230.7692307692305;4200.0;4593.919504698825;work;work
pt;3076.9230769230767;4000.0;4593.919504698825;work;home
walk;230.76923076923077;300.0;1490.5544436836394;home;work
walk;230.76923076923077;300.0;1490.5544436836394;work;home
walk;384.6153846153846;500.0;2237.1055307253;home;shop
walk;1076.923076923077;1400.0;2237.1055307253;shop;home
pt;3076.9230769230767;4000.0;2314.027062337796;home;shop
pt;3076.9230769230767;4000.0;2314.027062337796;shop;home
walk;230.76923076923077;300.0;2227.8303480000363;home;shop
walk;230.76923076923077;300.0;2227.8303480000363;shop;home
walk;461.53846153846155;600.0;5333.8516115323855;home;education
walk;615.3846153846154;800.0;5333.8516115323855;education;leisure
walk;615.3846153846154;800.0;5333.8516115323855;leisure;home
walk;615.3846153846154;800.0;465.6780945359928;home;leisure
walk;615.3846153846154;800.0;465.6780945359928;leisure;home
car;2307.6923076923076;3000.0;754.8013592351465;home;work
car;4307.692307692308;5600.0;754.8013592351465;work;shop
car;2230.7692307692305;2900.0;754.8013592351465;shop;home
pt;1538.4615384615383;2000.0;908.9945584717524;home;leisure
pt;1538.4615384615383;2000.0;908.9945584717524;leisure;home
pt;2230.7692307692305;2900.0;908.9945584717524;home;leisure
pt;2923.076923076923;3800.0;908.9945584717524;leisure;leisure
pt;2000.0;2600.0;908.9945584717524;leisure;home
bicycle;153.84615384615384;200.0;6131.971050979316;home;other
bicycle;538.4615384615385;700.0;6131.971050979316;other;home
bicycle;1615.3846153846152;2100.0;6131.971050979316;home;other
bicycle;1230.7692307692307;1600.0;6131.971050979316;other;home
bicycle;3000.0;3900.0;6131.971050979316;home;work
bicycle;3000.0;3900.0;6131.971050979316;work;home
bicycle;3000.0;3900.0;6131.971050979316;home;work
bicycle;3000.0;3900.0;6131.971050979316;work;home
walk;230.76923076923077;300.0;2851.7292931392094;home;leisure
walk;230.76923076923077;300.0;2851.7292931392094;leisure;home
walk;1000.0;1300.0;654.2985194086814;home;shop
walk;1230.7692307692307;1600.0;654.2985194086814;shop;home
pt;5153.846153846153;6700.0;1442.4107530748909;home;work
pt;5153.846153846153;6700.0;1442.4107530748909;work;home
pt;2000.0;2600.0;705.0891011505282;home;work
pt;1615.3846153846152;2100.0;705.0891011505282;work;shop
pt;1615.3846153846152;2100.0;705.0891011505282;shop;work
walk;2000.0;2600.0;681.6509424243363;work;home
pt;2769.230769230769;3600.0;2428.221174199855;home;education
pt;2769.230769230769;3600.0;2428.221174199855;education;home
pt;4384.615384615385;5700.0;558.1402898913767;home;work
pt;4384.615384615385;5700.0;558.1402898913767;work;home
walk;230.76923076923077;300.0;1754.9249862302365;home;work
walk;230.76923076923077;300.0;1754.9249862302365;work;home
walk;153.84615384615384;200.0;1967.1951209856954;home;shop
walk;153.84615384615384;200.0;1967.1951209856954;shop;home
pt;2692.3076923076924;3500.0;2101.2677268646066;home;work
pt;2692.3076923076924;3500.0;2101.2677268646066;work;shop
walk;769.2307692307692;1000.0;2031.4186164073417;shop;home
walk;230.76923076923077;300.0;911.268379750168;home;shop
walk;230.76923076923077;300.0;911.268379750168;shop;home
walk;384.6153846153846;500.0;825.1789707860224;home;shop
walk;384.6153846153846;500.0;825.1789707860224;shop;home
car;19230.76923076923;25000.0;1021.1673913411162;home;work
car;19923.076923076922;25900.0;1021.1673913411162;work;home
walk;846.1538461538461;1100.0;789.9993402027263;home;education
walk;1153.8461538461538;1500.0;789.9993402027263;education;home
pt;2000.0;2600.0;1381.364206459251;home;work
pt;4307.692307692308;5600.0;1381.364206459251;work;leisure
walk;3000.0;3900.0;1335.4457069719642;leisure;home
walk;230.76923076923077;300.0;3665.76942661225;home;other
walk;461.53846153846155;600.0;3665.76942661225;other;other
walk;461.53846153846155;600.0;3665.76942661225;other;home
pt;18307.69230769231;23800.0;3791.814709215371;home;work
car_passenger;18307.69230769231;23800.0;6340.875663127526;work;home
walk;3000.0;3900.0;1137.5992783670292;home;shop
walk;3000.0;3900.0;1137.5992783670292;shop;home
pt;2769.230769230769;3600.0;845.9199036645206;home;work
pt;2769.230769230769;3600.0;845.9199036645206;work;home
walk;2230.7692307692305;2900.0;1334.8085972654055;home;education
walk;2230.7692307692305;2900.0;1334.8085972654055;education;home
walk;230.76923076923077;300.0;1050.2431187435502;home;other
walk;230.76923076923077;300.0;1050.2431187435502;other;home
walk;230.76923076923077;300.0;1050.2431187435502;home;other
walk;230.76923076923077;300.0;1050.2431187435502;other;home
walk;230.76923076923077;300.0;1050.2431187435502;home;leisure
walk;230.76923076923077;300.0;1050.2431187435502;leisure;home
walk;615.3846153846154;800.0;1610.375901068082;home;shop
walk;615.3846153846154;800.0;1610.375901068082;shop;home
walk;1538.4615384615383;2000.0;1610.375901068082;home;leisure
walk;1538.4615384615383;2000.0;1610.375901068082;leisure;home
pt;5692.307692307692;7400.0;2992.4745588949254;home;work
pt;9384.615384615385;12200.0;2992.4745588949254;work;work
pt;2384.6153846153848;3100.0;2992.4745588949254;work;work
pt;5230.7692307692305;6800.0;2992.4745588949254;work;leisure
pt;6000.0;7800.0;2992.4745588949254;leisure;work
pt;4769.2307692307695;6200.0;2992.4745588949254;work;work
pt;5153.846153846153;6700.0;2992.4745588949254;work;home
car;2307.6923076923076;3000.0;1724.3624619327907;home;work
pt;3000.0;3900.0;1356.1746613302746;work;home
pt;1538.4615384615383;2000.0;1356.1746613302746;home;work
pt;2769.230769230769;3600.0;1356.1746613302746;work;work
car;26230.76923076923;34100.0;1724.3624619327907;work;leisure
car;20461.53846153846;26600.0;1724.3624619327907;leisure;home
